window_id,start_timestamp,end_timestamp,seconds,buy_dex,sell_dex,max_net_edge_bps_floor,mean_net_edge_bps_floor,max_net_profit_quote_floor,mean_net_profit_quote_floor
71,2026-04-16 20:01:24+00:00,2026-04-16 20:11:44+00:00,621,raydium_cpmm,meteora_damm_v2,831.3862725342742,825.1669649616842,0.0072195793027142316,0.007165268682620254
80,2026-04-17 01:49:44+00:00,2026-04-17 01:53:38+00:00,235,raydium_cpmm,meteora_damm_v2,827.030106689237,827.0301066892371,0.00702900325828092,0.00702900325828092
76,2026-04-16 22:20:47+00:00,2026-04-16 22:31:23+00:00,637,raydium_cpmm,meteora_damm_v2,819.1455869598192,817.6333364111366,0.007043992209606974,0.007028050363873745
60,2026-04-16 15:07:24+00:00,2026-04-16 15:31:02+00:00,1419,raydium_cpmm,meteora_damm_v2,819.0017259431417,793.8593063246982,0.006800142838225412,0.006612963030101478
65,2026-04-16 17:25:05+00:00,2026-04-16 17:35:05+00:00,601,raydium_cpmm,meteora_damm_v2,813.2651738789177,805.8917792190409,0.006756290497237845,0.0066950352045326315
70,2026-04-16 19:53:49+00:00,2026-04-16 19:54:00+00:00,12,raydium_cpmm,meteora_damm_v2,812.8583434077156,811.2954242517088,0.007039903347444492,0.0070263674098639895
64,2026-04-16 16:50:38+00:00,2026-04-16 17:03:38+00:00,781,raydium_cpmm,meteora_damm_v2,805.3412223075771,783.960835995391,0.0066935554565261315,0.0065251556896088305
61,2026-04-16 15:37:42+00:00,2026-04-16 15:47:42+00:00,601,raydium_cpmm,meteora_damm_v2,798.6377903156024,785.8229099540571,0.006702540640675783,0.006594992190714865
63,2026-04-16 16:24:16+00:00,2026-04-16 16:34:47+00:00,632,raydium_cpmm,meteora_damm_v2,798.1363956589646,795.0372706916353,0.0066851864357271125,0.006660172146121572
62,2026-04-16 16:20:33+00:00,2026-04-16 16:23:44+00:00,192,raydium_cpmm,meteora_damm_v2,768.7476255929816,760.3378377815984,0.006461241202099144,0.0063955349295757155
